name,ticker,figi,lot,currency,class_code
Henkel AG & Co,HEN3@DE,BBG000BC3BJ2,1,eur,SPBDE
BWX Technologies,BWXT,BBG000D86F25,1,usd,SPBXM
Madison Square Garden Co,MSGS,BBG007FG0C23,1,usd,SPBXM
Reliance Steel & Aluminum Co,RS,BBG000CJ2181,1,usd,SPBXM
Sangamo Therapeutics,SGMO,BBG000BHYT80,1,usd,SPBXM
M/I Homes Inc,MHO,BBG000BL9MZ4,1,usd,SPBXM
Cummins,CMI,BBG000BGPTV6,1,usd,SPBXM
CarParts.com,PRTS,BBG000N26V95,1,usd,SPBXM
Cardinal Health,CAH,BBG000D898T9,1,usd,SPBXM
Ultra Clean Holdings Inc,UCTT,BBG000HSLV70,1,usd,SPBXM
Raytheon Technologies,RTX,BBG000BW8S60,1,usd,SPBXM
Q2 Holdings Inc,QTWO,BBG005ZVK9P2,1,usd,SPBXM
Ulta Beauty,ULTA,BBG00FWQ4VD6,1,usd,SPBXM
Valmont Industries,VMI,BBG000BWB7V4,1,usd,SPBXM
VeriSign,VRSN,BBG000BGKHZ3,1,usd,SPBXM
AbbVie,ABBV,BBG0025Y4RY4,1,usd,SPBXM
KeyCorp,KEY,BBG000BMQPL1,1,usd,SPBXM
Лензолото,LNZL,BBG000SK7JS5,1,rub,TQBR
Alamo Group Inc.,ALG,BBG000BJTZX0,1,usd,SPBXM
TransDigm,TDG,BBG000L8CBX4,1,usd,SPBXM
Children's Place Inc The,PLCE,BBG000JK9DK4,1,usd,SPBXM
CACI International,CACI,BBG000KQY8Y7,1,usd,SPBXM
Lear Corp,LEA,BBG000PTLGZ1,1,usd,SPBXM
Vistra,VST,BBG00DXDL6Q1,1,usd,SPBXM
МГТС - акции привилегированные,MGTSP,BBG000PZ0833,1,rub,TQBR
Zurn Elkay Water Solutions,ZWS,BBG000H8R0N8,1,usd,SPBXM
Watts Water Technologies Inc,WTS,BBG000C4Z6C2,1,usd,SPBXM
OGE Energy Corp.,OGE,BBG000BQGLS5,1,usd,SPBXM
Volkswagen AG,VOW3@DE,BBG000BFCS17,1,eur,SPBDE
John B Sanfilippo & Son Inc,JBSS,BBG000CHPMY5,1,usd,SPBXM
TuSimple Holdings,TSP,BBG00ZSDS6T8,1,usd,SPBXM
Packaging Corp of America,PKG,BBG000BB8SW7,1,usd,SPBXM
DermTech,DMTK,BBG00H19F184,1,usd,SPBXM
Deutsche Bank AG,DBK@DE,BBG000BBZW12,1,eur,SPBDE
MongoDB Inc,MDB,BBG0022FDRY8,1,usd,SPBXM
Nokia,NOK,BBG000BNGBW9,1,usd,SPBXM
Wyndham Hotels & Resorts,WH,BBG00HCY3Q67,1,usd,SPBXM
UDR REIT,UDR,BBG000C41023,1,usd,SPBXM
BlackRock,BLK,BBG000C2PW58,1,usd,SPBXM
Wells Fargo & Company,WFC,BBG000BWQFY7,1,usd,SPBXM
Селигдар,SELG,BBG002458LF8,10,rub,TQBR
ONEOK,OKE,BBG000BQHGR6,1,usd,SPBXM
SVB Financial Group,SIVB,BBG000BT0CM2,1,usd,SPBXM
Omnicom Group,OMC,BBG000BS9489,1,usd,SPBXM
Zynex Inc,ZYXI,BBG000BJBXZ2,1,usd,SPBXM
USANA Health Sciences Inc,USNA,BBG000BX28M0,1,usd,SPBXM
AGCO Corp,AGCO,BBG000DCCZW2,1,usd,SPBXM
Hexcel Corp,HXL,BBG000BLMDQ9,1,usd,SPBXM
ROBLOX Corp,RBLX,BBG001R1GCT0,1,usd,SPBXM
Vail Resorts Inc,MTN,BBG000BCMWM1,1,usd,SPBXM
InterDigital,IDCC,BBG000HLJ7M4,1,usd,SPBXM
Nicolet Bankshares,NIC,BBG000QK0TG5,1,usd,SPBXM
Royal Caribbean Cruises,RCL,BBG000BB5792,1,usd,SPBXM
National Oilwell Varco,NOV,BBG000BJX8C8,1,usd,SPBXM
Toast,TOST,BBG00BTJVK94,1,usd,SPBXM
Astra Space,ASTR,BBG00W7FG4V8,1,usd,SPBXM
Howmet Aerospace,HWM,BBG00DYNJGH9,1,usd,SPBXM
TaskUs,TASK,BBG009CL6VK3,1,usd,SPBXM
Reata Pharmaceuticals Inc,RETA,BBG000R33BD1,1,usd,SPBXM
Avalara Inc,AVLR,BBG000R4Y9C1,1,usd,SPBXM
Innospec,IOSP,BBG000BMFNP4,1,usd,SPBXM
2U Inc,TWOU,BBG001KS9450,1,usd,SPBXM
РусАгро,AGRO,BBG007N0Z367,1,rub,TQBR
Alphabet Class A,GOOGL,BBG009S39JX6,1,usd,SPBXM
Innovative Industrial Properties REIT,IIPR,BBG00F0SW7N8,1,usd,SPBXM
TAL Education Group,TAL,BBG0016XJ8S0,1,usd,SPBXM
G1 Therapeutics Inc,GTHX,BBG005F1DK91,1,usd,SPBXM
Татнефть - привилегированные акции,TATNP,BBG004S68829,1,rub,TQBR
Murphy Oil,MUR,BBG000BPMH90,1,usd,SPBXM
Nasdaq,NDAQ,BBG000F5VVB6,1,usd,SPBXM
Allogene Therapeutics Inc,ALLO,BBG00KHRRDX3,1,usd,SPBXM
Adidas,ADS@DE,BBG000FR1RP5,1,eur,SPBDE
A. O. Smith Corporation,AOS,BBG000BC1L02,1,usd,SPBXM
VEON,VEON-RX,BBG00R4Z2NT4,10,rub,TQBR
Avery Dennison,AVY,BBG000BCQ4P6,1,usd,SPBXM
Chubb,CB,BBG000BR14K5,1,usd,SPBXM
Elastic NV,ESTC,BBG00LWZDYB9,1,usd,SPBXM
Cryoport,CYRX,BBG000PNTXP0,1,usd,SPBXM
Block,SQ,BBG0018SLC07,1,usd,SPBXM
Universal Display Corp,OLED,BBG000BLRP41,1,usd,SPBXM
DaVita HealthCare Partners,DVA,BBG000MQ1SN9,1,usd,SPBXM
1-800-Flowers.com Inc,FLWS,BBG000BBR9P6,1,usd,SPBXM
Ormat Technologies,ORA,BBG000Q5BQ63,1,usd,SPBXM
Copart Inc,CPRT,BBG000BM9RH1,1,usd,SPBXM
Carlisle Companies Incorporated,CSL,BBG000BGGBT8,1,usd,SPBXM
Jones Lang LaSalle Inc,JLL,BBG000C2L2L0,1,usd,SPBXM
Ferrari N.V.,RACE,BBG009PH3Q86,1,usd,SPBXM
Affirm Holdings,AFRM,BBG00Y7BP8Y1,1,usd,SPBXM
Mativ Holdings,MATV,BBG000C3CWZ7,1,usd,SPBXM
Deckers Outdoor Corp,DECK,BBG000BKXYX5,1,usd,SPBXM
Automatic Data Processing,ADP,BBG000JG0547,1,usd,SPBXM
New York Times,NYT,BBG000FFC0B3,1,usd,SPBXM
Legacy Housing Corp,LEGH,BBG00MJDR6J9,1,usd,SPBXM
Stanley Black & Decker,SWK,BBG000BTQR96,1,usd,SPBXM
Morgan Stanley,MS,BBG000BLZRJ2,1,usd,SPBXM
Mosaic,MOS,BBG000BFXHL6,1,usd,SPBXM
Casella Waste Systems,CWST,BBG000BT0J38,1,usd,SPBXM
ResMed Inc,RMD,BBG000L4M7F1,1,usd,SPBXM
FARO Technologies Inc,FARO,BBG000BJD7C2,1,usd,SPBXM
Белон,BLNG,BBG000VQWH86,100,rub,TQBR
Everbridge Inc,EVBG,BBG0022FMPD5,1,usd,SPBXM
Nevro,NVRO,BBG001K61W36,1,usd,SPBXM
Masimo Corporation,MASI,BBG000C3W281,1,usd,SPBXM
Abercrombie & Fitch,ANF,BBG000H9G7X2,1,usd,SPBXM
ONE Gas,OGS,BBG004WQKD07,1,usd,SPBXM
Graco,GGG,BBG000BK9W84,1,usd,SPBXM
Riskified,RSKD,BBG011P2TCH8,1,usd,SPBXM
IDEXX,IDXX,BBG000BLRT07,1,usd,SPBXM
First Solar,FSLR,BBG000BFL116,1,usd,SPBXM
CMC Materials,CCMP,BBG000BP3NW2,1,usd,SPBXM
"Coursera, Inc.",COUR,BBG002WLDMW5,1,usd,SPBXM
Yext Inc,YEXT,BBG001MKZGY7,1,usd,SPBXM
WD-40 Co,WDFC,BBG000BWNV93,1,usd,SPBXM
Plug Power Inc,PLUG,BBG000C1XSP8,1,usd,SPBXM
Kyndryl Holdings,KD,BBG012W99DN6,1,usd,SPBXM
Columbia Banking System,COLB,BBG000CTGXS2,1,usd,SPBXM
West Pharmaceutical Services I,WST,BBG000BX24N8,1,usd,SPBXM
United Therapeutics Corp,UTHR,BBG000BV4XJ1,1,usd,SPBXM
Covestro AG,1COV@DE,BBG00DW0PN34,1,eur,SPBDE
Pennant Group Inc,PNTG,BBG00P33SY72,1,usd,SPBXM
Fluor,FLR,BBG000BB1TH9,1,usd,SPBXM
FleetCor Technologies Inc,FLT,BBG000GPXKX9,1,usd,SPBXM
Pediatrix Medical Group,MD,BBG000H8LGK2,1,usd,SPBXM
M.D.C. Holdings,MDC,BBG000BNTTY4,1,usd,SPBXM
NV5 Global Inc,NVEE,BBG005BT60Y8,1,usd,SPBXM
Manchester United Plc,MANU,BBG0035WV4N9,1,usd,SPBXM
Rent-A-Center,RCII,BBG000BHQJX3,1,usd,SPBXM
Eastman Chemical Company,EMN,BBG000BLW530,1,usd,SPBXM
Graphic Packaging Holding Company,GPK,BBG000GQ7K93,1,usd,SPBXM
VMware,VMW,BBG000BC9938,1,usd,SPBXM
YETI Holdings Inc,YETI,BBG00D8JC882,1,usd,SPBXM
Heritage-Crystal Clean Inc,HCCI,BBG000CCFB17,1,usd,SPBXM
N-able,NABL,BBG00YJKWXD8,1,usd,SPBXM
HeadHunter Group PLC,HHR,BBG00KHGQ0H4,1,usd,SPBXM
Zentalis Pharmaceuticals,ZNTL,BBG00R2K8TF5,1,usd,SPBXM
Arrow Electronics Inc,ARW,BBG000BCD3D5,1,usd,SPBXM
FirstCash,FCFS,BBG0145KL747,1,usd,SPBXM
Workday Inc,WDAY,BBG000VC0T95,1,usd,SPBXM
Focus Financial Partners Inc,FOCS,BBG00L0YTFN8,1,usd,SPBXM
Archer-Daniels-Midland Company,ADM,BBG000BB6WG8,1,usd,SPBXM
Novatek PJSC,NVTK@GS,BBG000QY6FL3,1,usd,SPBXM
Gap,GPS,BBG000BKLH74,1,usd,SPBXM
Rayonier REIT,RYN,BBG000BG7L34,1,usd,SPBXM
Under Armour (C),UA,BBG009DTD8H2,1,usd,SPBXM
Exxon Mobil Corporation,XOM,BBG000GZQ728,1,usd,SPBXM
Embecta,EMBC,BBG014L7D4G1,1,usd,SPBXM
Магнитогорский металлургический комбинат,MAGN,BBG004S68507,10,rub,TQBR
Банк ВТБ,VTBR,BBG004730ZJ9,10000,rub,TQBR
Lumen Technologies,LUMN,BBG000BGLRN3,1,usd,SPBXM
Warner Music Group,WMG,BBG00RP2T9T6,1,usd,SPBXM
Deutsche Boerse AG,DB1@DE,BBG000D54HT0,1,eur,SPBDE
ГК Самолет,SMLT,BBG00F6NKQX3,1,rub,TQBR
China Eastern Airlines,CEA,BBG000BCFNR4,1,usd,SPBXM
Mattel,MAT,BBG000BNNYW1,1,usd,SPBXM
CONMED Corporation,CNMD,BBG000BFZVH8,1,usd,SPBXM
World Acceptance Corp,WRLD,BBG000C3G9J2,1,usd,SPBXM
Vista Outdoor,VSTO,BBG006F8QZK4,1,usd,SPBXM
Arcturus Therapeutics Holdings,ARCT,BBG00NNW8JK1,1,usd,SPBXM
Littelfuse,LFUS,BBG000BGFGT8,1,usd,SPBXM
Cassava Sciences,SAVA,BBG000BK9YW3,1,usd,SPBXM
"Tri Pointe Homes, Inc.",TPH,BBG0016YQTR5,1,usd,SPBXM
Avient Corporation,AVNT,BBG000C8NJ10,1,usd,SPBXM
"South Jersey Industries, Inc",SJI,BBG000BT0T72,1,usd,SPBXM
The Estee Lauder Companies,EL,BBG000FKJRC5,1,usd,SPBXM
Advance Auto Parts,AAP,BBG000F7RCJ1,1,usd,SPBXM
KnowBe4,KNBE,BBG00C4DL9L4,1,usd,SPBXM
Башнефть,BANE,BBG004S68758,1,rub,TQBR
ICON plc,ICLR,BBG000CTSZQ6,1,usd,SPBXM
Twist Bioscience,TWST,BBG006KDCHJ4,1,usd,SPBXM
Graham Holdings Co,GHC,BBG000C3FGH9,1,usd,SPBXM
Aon,AON,BBG00SSQFPK6,1,usd,SPBXM
Trade Desk Inc/The,TTD,BBG00629NGT2,1,usd,SPBXM
Аэрофлот,AFLT,BBG004S683W7,10,rub,TQBR
Equifax,EFX,BBG000BHPL78,1,usd,SPBXM
QuantumScape Corporation,QS,BBG00VJ17DS2,1,usd,SPBXM
McCormick & Co,MKC,BBG000G6Y5W4,1,usd,SPBXM
McKesson,MCK,BBG000DYGNW7,1,usd,SPBXM
Rapid7 Inc,RPD,BBG009DFHWG6,1,usd,SPBXM
АДР Циан,CIAN,BBG012YQ6P43,1,rub,TQBR
Trupanion Inc,TRUP,BBG002BC7WC5,1,usd,SPBXM
Vitesco Technologies Group AG,VTSC@DE,BBG00ZVC67K7,1,eur,SPBDE
Mohawk Industries,MHK,BBG000FLZN98,1,usd,SPBXM
Mastercard,MA,BBG000F1ZSQ2,1,usd,SPBXM
РУСАЛ,RUAL,BBG008F2T3T2,10,rub,TQBR
PDC Energy,PDCE,BBG000BR1KR2,1,usd,SPBXM
AtriCure,ATRC,BBG000BL6CB5,1,usd,SPBXM
НКХП,NKHP,BBG00BGKYH17,10,rub,TQBR
Smartsheet Inc,SMAR,BBG00GQK3WB5,1,usd,SPBXM
Global-E Online Ltd,GLBE,BBG00ZKY1P71,1,usd,SPBXM
Coherent Corp,COHR,BBG000BLW102,1,usd,SPBXM
Dynatrace Inc,DT,BBG00PNN7C40,1,usd,SPBXM
SBA Communications REIT,SBAC,BBG000D2M0Z7,1,usd,SPBXM
Fresenius Medical Care AG & Co,FME@DE,BBG000DHXTF1,1,eur,SPBDE
Selective Insurance Group,SIGI,BBG000BSZ738,1,usd,SPBXM
American States Water Co,AWR,BBG000F964B6,1,usd,SPBXM
Gaming and Leisure Properties REIT,GLPI,BBG003MSMCS6,1,usd,SPBXM
Hamilton Lane Incorporated,HLNE,BBG00FX58Q66,1,usd,SPBXM
NMI Holdings Inc,NMIH,BBG005DLMMZ6,1,usd,SPBXM
Berkeley Lights,BLI,BBG00HJ8K617,1,usd,SPBXM
Overstock.com,OSTK,BBG000BF7BV7,1,usd,SPBXM
Livent Corporation,LTHM,BBG00LV3NRG0,1,usd,SPBXM
Monday.Com,MNDY,BBG00GF8K4W4,1,usd,SPBXM
Compugen,CGEN,BBG000B9ZLB0,1,usd,SPBXM
"Intra-Cellular Therapies, Inc",ITCI,BBG0026ZFZC4,1,usd,SPBXM
America's Car-Mart Inc TX,CRMT,BBG000CM6L31,1,usd,SPBXM
Advanced Energy Industries Inc,AEIS,BBG000FKMP26,1,usd,SPBXM
Toll Brothers Inc,TOL,BBG000BVHBM1,1,usd,SPBXM
Simon Property Group REIT,SPG,BBG000BJ2D31,1,usd,SPBXM
NVR Inc,NVR,BBG000BQBYR3,1,usd,SPBXM
EverQuote,EVER,BBG00F17NDH7,1,usd,SPBXM
American Water Works,AWK,BBG000TRJ294,1,usd,SPBXM
Catalent Inc,CTLT,BBG005XR47P5,1,usd,SPBXM
Berry Global Group Inc,BERY,BBG000Q1R1Y9,1,usd,SPBXM
Stepan Company,SCL,BBG000BSMFN2,1,usd,SPBXM
Commercial Metals Company,CMC,BBG000BFSND8,1,usd,SPBXM
Whirlpool,WHR,BBG000BWSV34,1,usd,SPBXM
BOEING,BA,BBG000BCSST7,1,usd,SPBXM
Bottomline Technologies DE Inc,EPAY,BBG000BRNH31,1,usd,SPBXM
DoorDash,DASH,BBG005D7QCJ3,1,usd,SPBXM
Globus Medical Inc,GMED,BBG002V87SD0,1,usd,SPBXM
Truist Financial Corporation,TFC,BBG000BYYLS8,1,usd,SPBXM
HF Sinclair Corporation,DINO,BBG0135B2214,1,usd,SPBXM
HUGO BOSS AG,BOSS@DE,BBG000BD0GG5,1,eur,SPBDE
Brinker International Inc,EAT,BBG000BK28N7,1,usd,SPBXM
ACADIA Pharmaceuticals Inc,ACAD,BBG000BHG9K0,1,usd,SPBXM
NuVasive Inc,NUVA,BBG000LNL298,1,usd,SPBXM
Сбер Банк,SBER,BBG004730N88,10,rub,TQBR
Snap Inc,SNAP,BBG00441QMJ7,1,usd,SPBXM
Taiwan Semiconductor Manufacturing,TSM,BBG000BD8ZK0,1,usd,SPBXM
Simulations Plus Inc.,SLP,BBG000BS2ZD1,1,usd,SPBXM
Change Healthcare Inc,CHNG,BBG0059KNH10,1,usd,SPBXM
Campbell Soup,CPB,BBG000BG4202,1,usd,SPBXM
Vertiv Holdings Co,VRT,BBG00L2B8KW8,1,usd,SPBXM
Church & Dwight,CHD,BBG000BFJT36,1,usd,SPBXM
Bath & Body Works,BBWI,BBG000BNGTQ7,1,usd,SPBXM
AMC Networks Inc,AMCX,BBG000H01H92,1,usd,SPBXM
Sunrun Inc,RUN,BBG0025XVR85,1,usd,SPBXM
Akamai Technologies,AKAM,BBG000BJQWD2,1,usd,SPBXM
Progyny Inc,PGNY,BBG002H1K1H1,1,usd,SPBXM
Spire Inc.,SR,BBG000BN6KG8,1,usd,SPBXM
Sempra Energy,SRE,BBG000C2ZCH8,1,usd,SPBXM
IBM,IBM,BBG000BLNNH6,1,usd,SPBXM
Sunnova Energy International,NOVA,BBG00PLQ1JR1,1,usd,SPBXM
Zumiez Inc,ZUMZ,BBG000PYX812,1,usd,SPBXM
T-Mobile US Inc,TMUS,BBG000NDV1D4,1,usd,SPBXM
Thomson Reuters Corporation,TRI,BBG000BBS9F6,1,usd,SPBXM
Topgolf Callaway Brands,MODG,BBG000CPCVY1,1,usd,SPBXM
Veoneer Inc,VNE,BBG00K4MPP27,1,usd,SPBXM
United States Cellular Corp,USM,BBG000BW6P59,1,usd,SPBXM
Zynerba Pharmaceuticals Inc,ZYNE,BBG007BBS8B7,1,usd,SPBXM
Asbury Automotive Group Inc,ABG,BBG000BKDWB5,1,usd,SPBXM
"Marvell Technology, Inc.",MRVL,BBG00ZXBJ153,1,usd,SPBXM
Applied Molecular Transport,AMTI,BBG00R240WL5,1,usd,SPBXM
Red Rock Resorts,RRR,BBG00B6G8077,1,usd,SPBXM
Vericel Corp,VCEL,BBG000BDCM24,1,usd,SPBXM
AvalonBay Communities REIT,AVB,BBG000BLPBL5,1,usd,SPBXM
Itron Inc,ITRI,BBG000BD2167,1,usd,SPBXM
M&T Bank,MTB,BBG000D9KWL9,1,usd,SPBXM
Bank of Montreal,BMO,BBG000DLY9B9,1,usd,SPBXM
Honeywell,HON,BBG000H556T9,1,usd,SPBXM
Toro,TTC,BBG000BVQRY3,1,usd,SPBXM
"ACI Worldwide, Inc.",ACIW,BBG000PMBV39,1,usd,SPBXM
ESAB Corporation,ESAB,BBG0028ZMP45,1,usd,SPBXM
AutoNation,AN,BBG000BBXLW4,1,usd,SPBXM
Sealed Air,SEE,BBG000C22QV7,1,usd,SPBXM
Мать и дитя,MDMG,BBG00Y3XYV94,1,rub,TQBR
AT&T,T,BBG000BSJK37,1,usd,SPBXM
Equitable Holdings,EQH,BBG00J7CBVW8,1,usd,SPBXM
Allegheny Technologies,ATI,BBG000LC1FS4,1,usd,SPBXM
Coinbase,COIN,BBG00ZGF7771,1,usd,SPBXM
Cleanspark Inc,CLSK,BBG001MB89V6,1,usd,SPBXM
Danimer Scientific,DNMR,BBG00S4VMQT2,1,usd,SPBXM
"ATN International, Inc",ATNI,BBG000F8RCH1,1,usd,SPBXM
Cognyte Software Ltd.,CGNT,BBG00R0ZFHV4,1,usd,SPBXM
CNH Industrial N.V.,CNHI,BBG0059JSF49,1,usd,SPBXM
Community Bank System,CBU,BBG000BF4D19,1,usd,SPBXM
Surmodics Inc,SRDX,BBG000BZ2QG2,1,usd,SPBXM
"First Citizens BancShares, Inc.",FCNCA,BBG000BJCDS3,1,usd,SPBXM
BioNTech SE,BNTX,BBG00Q70B3V1,1,usd,SPBXM
Meituan,3690,BBG00LLV9WW6,10,hkd,SPBHKEX
Русполимет,RUSP,BBG000R466J1,1000,rub,TQBR
IDEX Corp,IEX,BBG000C1HN22,1,usd,SPBXM
ГТМ,GTRK,BBG00HY6V6H5,10,rub,TQBR
М.видео,MVID,BBG004S68CP5,1,rub,TQBR
Box Inc,BOX,BBG000PMSK08,1,usd,SPBXM
Steel Dynamics Inc,STLD,BBG000HGYNZ9,1,usd,SPBXM
Arconic,ARNC,BBG00R45JYB7,1,usd,SPBXM
MarketAxess Holdings Inc,MKTX,BBG000BJBZ23,1,usd,SPBXM
Discover Financial Services,DFS,BBG000QBR5J5,1,usd,SPBXM
Silk Road Medical,SILK,BBG0026ZJRY4,1,usd,SPBXM
Enanta Pharmaceuticals Inc,ENTA,BBG001V9NSB4,1,usd,SPBXM
Inmode Ltd,INMD,BBG00PPS73P4,1,usd,SPBXM
Veracyte Inc,VCYT,BBG001J2M542,1,usd,SPBXM
Huntington Bancshares,HBAN,BBG000BKWSR6,1,usd,SPBXM
Pagerduty Inc,PD,BBG0043BYPB8,1,usd,SPBXM
Pacira BioSciences Inc,PCRX,BBG0018FQNS6,1,usd,SPBXM
LKQ Corporation,LKQ,BBG000PXDL44,1,usd,SPBXM
Pool Corp,POOL,BBG000BCVG28,1,usd,SPBXM
Webster Financial Corporation,WBS,BBG000BWMX63,1,usd,SPBXM
The Home Depot,HD,BBG000BKZB36,1,usd,SPBXM
Quotient Technology Inc,QUOT,BBG001QYNR63,1,usd,SPBXM
Beacon Roofing Supply Inc,BECN,BBG000BKTXF2,1,usd,SPBXM
Foot Locker,FL,BBG000BX8DC4,1,usd,SPBXM
Inter Parfums Inc,IPAR,BBG000GCSWR5,1,usd,SPBXM
Allianz SE,ALV@DE,BBG000BBFBD7,1,eur,SPBDE
NETGEAR Inc,NTGR,BBG000C4GBR6,1,usd,SPBXM
Inari Medical Inc,NARI,BBG009J8K7M0,1,usd,SPBXM
Severstal PJSC,SVST@GS,BBG000Q3XWC4,1,usd,SPBXM
Jacobs Solutions,J,BBG019C1BQR4,1,usd,SPBXM
Башнефть - привилегированные акции,BANEP,BBG004S686N0,1,rub,TQBR
RBC Bearings Inc,ROLL,BBG000GMGNB3,1,usd,SPBXM
Brixmor Property Group REIT,BRX,BBG001LFLZZ1,1,usd,SPBXM
Occidental Petroleum,OXY,BBG000BQQ2S6,1,usd,SPBXM
Air Products & Chemicals,APD,BBG000BC4JJ4,1,usd,SPBXM
Veritiv Corp,VRTV,BBG005XZHR97,1,usd,SPBXM
Nordson Corp,NDSN,BBG000BPWGR1,1,usd,SPBXM
Southwestern Energy,SWN,BBG000BTR593,1,usd,SPBXM
Ultragenyx Pharmaceutical Inc,RARE,BBG001RWPDW6,1,usd,SPBXM
SolarWinds Corp,SWI,BBG00M1CKSK7,1,usd,SPBXM
Cigna,CI,BBG00KXRCDP0,1,usd,SPBXM
O'Key Group SA,OKEY,BBG00172J7S9,10,rub,TQBR
Incyte,INCY,BBG000BNPSQ9,1,usd,SPBXM
АЛРОСА,ALRS,BBG004S68B31,10,rub,TQBR
MYR Group Inc,MYRG,BBG000BC7VW9,1,usd,SPBXM
Andersons Inc,ANDE,BBG000BF8CN3,1,usd,SPBXM
Shift4 Payments,FOUR,BBG00TX393L4,1,usd,SPBXM
Starbucks Corporation,SBUX,BBG000CTQBF3,1,usd,SPBXM
Global Blood Therapeutics Inc,GBT,BBG00341H6M0,1,usd,SPBXM
Bread Financial,BFH,BBG000BFNR17,1,usd,SPBXM
SYNNEX Corp,SNX,BBG000CL9JV4,1,usd,SPBXM
Microsoft Corporation,MSFT,BBG000BPH459,1,usd,SPBXM
Teradyne Inc,TER,BBG000BV4DR6,1,usd,SPBXM
Hostess Brands Inc,TWNK,BBG00B6KGNN1,1,usd,SPBXM
"UUFP Industries, Inc",UFPI,BBG000BL0T06,1,usd,SPBXM
Royal Bank of Canada,RY,BBG000BSSC44,1,usd,SPBXM
DISH Network Corp,DISH,BBG000C2YHG9,1,usd,SPBXM
Capri Holdings Limited,CPRI,BBG0029SNR63,1,usd,SPBXM
Alaska Air Group,ALK,BBG000BBL0Y1,1,usd,SPBXM
Allakos Inc,ALLK,BBG003QBJKN0,1,usd,SPBXM
Qualcomm,QCOM,BBG000CGC1X8,1,usd,SPBXM
Poshmark,POSH,BBG0029ZBN50,1,usd,SPBXM
Huntsman,HUN,BBG000NS26Q8,1,usd,SPBXM
Cracker Barrel Old Country Sto,CBRL,BBG000BF33K1,1,usd,SPBXM
Masco,MAS,BBG000BNNKG9,1,usd,SPBXM
"BankUnited, Inc.",BKU,BBG000PQPCM6,1,usd,SPBXM
Saia Inc,SAIA,BBG000P5LMQ0,1,usd,SPBXM
АДР SAP,SAP,BBG000BDSLD7,1,usd,SPBXM
Garmin,GRMN,BBG000C4LN67,1,usd,SPBXM
Magnolia Oil & Gas Corp,MGY,BBG00GNC8DL2,1,usd,SPBXM
Ping Identity Holding Corp,PING,BBG00Q3GDB13,1,usd,SPBXM
ZipRecruiter Inc,ZIP,BBG010JBYV98,1,usd,SPBXM
Markel Corp,MKL,BBG000FC7366,1,usd,SPBXM
Erie IndemnIty Co,ERIE,BBG000BBTJZ1,1,usd,SPBXM
Harsco Corp,HSC,BBG000BLH3P8,1,usd,SPBXM
Stericycle,SRCL,BBG000H3FZM6,1,usd,SPBXM
Targa Resources,TRGP,BBG0015XMW40,1,usd,SPBXM
"Becton, Dickinson and Company",BDX,BBG000BCZYD3,1,usd,SPBXM
Madison Square Garden Entertainment,MSGE,BBG00L9HLWV8,1,usd,SPBXM
Lam Research,LRCX,BBG000BNFLM9,1,usd,SPBXM
SONOS INC,SONO,BBG001JZPSQ2,1,usd,SPBXM
Cannae Holdings,CNNE,BBG00GXRNJP4,1,usd,SPBXM
Nurix Therapeutics Inc,NRIX,BBG00SDJ8M78,1,usd,SPBXM
Melco Resorts & Entertainment,MLCO,BBG000BHP8J4,1,usd,SPBXM
Procter & Gamble,PG,BBG000BR2TH3,1,usd,SPBXM
Procore Technologies,PCOR,BBG0026ZJ304,1,usd,SPBXM
Heron Therapeutics Inc,HRTX,BBG000G2GJT7,1,usd,SPBXM
State Street,STT,BBG000BKFBD7,1,usd,SPBXM
Россети Центр и Приволжье,MRKP,BBG000VG1034,10000,rub,TQBR
RWE AG,RWE@DE,BBG000BBQ209,1,eur,SPBDE
Intel Corporation,INTC,BBG000C0G1D1,1,usd,SPBXM
JELD-WEN Holding Inc,JELD,BBG0019GM953,1,usd,SPBXM
Coca-Cola Consolidated Inc,COKE,BBG000BG1SX2,1,usd,SPBXM
China Southern Airlines,ZNH,BBG000BXQ7R1,1,usd,SPBXM
"Doximity, Inc.",DOCS,BBG0026ZJQX7,1,usd,SPBXM
Texas Capital Bancshares Inc,TCBI,BBG000DN4ZT1,1,usd,SPBXM
First Industrial REIT,FR,BBG000CKGDS5,1,usd,SPBXM
Franklin Electric Co,FELE,BBG000BJGGV8,1,usd,SPBXM
Everest Re Group,RE,BBG000C1XVK6,1,usd,SPBXM
American International Group,AIG,BBG000BBDZG3,1,usd,SPBXM
Entegris Inc,ENTG,BBG000CTV4N4,1,usd,SPBXM
Cavco Industries Inc,CVCO,BBG000K4WS65,1,usd,SPBXM
Travelers Cos,TRV,BBG000BJ81C1,1,usd,SPBXM
Sonic Automotive,SAH,BBG000BBMNG0,1,usd,SPBXM
Ionis Pharmaceuticals Inc,IONS,BBG000JH6683,1,usd,SPBXM
Ecolab,ECL,BBG000BHKYH4,1,usd,SPBXM
Howard Hughes Corp,HHC,BBG000MJRJJ2,1,usd,SPBXM
Paychex Inc,PAYX,BBG000BQSQ38,1,usd,SPBXM
Совкомфлот,FLOT,BBG000R04X57,10,rub,TQBR
Dutch Bros,BROS,BBG01282ZHB3,1,usd,SPBXM
Moderna Inc,MRNA,BBG003PHHZT1,1,usd,SPBXM
Shenandoah Telecommunications,SHEN,BBG000BTC2N0,1,usd,SPBXM
