name,ticker,figi,lot,currency,class_code
AdvanSix Inc,ASIX,BBG00CWTTQ41,1,usd,SPBXM
Country Garden Holdings,2007,BBG000QQCY41,100,hkd,SPBHKEX
AAON,AAON,BBG000C2LZP3,1,usd,SPBXM
Северсталь,CHMF,BBG00475K6C3,1,rub,TQBR
Tradeweb Markets,TW,BBG00NK8H8T2,1,usd,SPBXM
Flowserve,FLS,BBG000FFH4P5,1,usd,SPBXM
Twilio Inc,TWLO,BBG0029ZX840,1,usd,SPBXM
Cooper-Standard Holdings Inc,CPS,BBG000PSXT64,1,usd,SPBXM
VIZIO Holding Corp.,VZIO,BBG00ZHDJVK4,1,usd,SPBXM
Repligen Corporation,RGEN,BBG000BS48J3,1,usd,SPBXM
ИСКЧ,ISKJ,BBG000N16BP3,10,rub,TQBR
Chatham Lodging REIT,CLDT,BBG000PT6BR8,1,usd,SPBXM
Alphabet Class C,GOOG,BBG009S3NB30,1,usd,SPBXM
Lantheus Holdings Inc,LNTH,BBG006Q52RD0,1,usd,SPBXM
HeidelbergCement AG,HEI@DE,BBG000BWRTS3,1,eur,SPBDE
PACCAR,PCAR,BBG000BQVTF5,1,usd,SPBXM
Cytokinetics,CYTK,BBG000F0R4N9,1,usd,SPBXM
Vimeo,VMEO,BBG00ZNSSKP3,1,usd,SPBXM
